release,release_date,filename,url,md5_hash
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_Cell_Line_Meta_Data.csv,https://ndownloader.figshare.com/files/41408658,f2735ba9867fd32ffca83ce29c98a2b3
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_Treatment_Meta_Data.csv,https://ndownloader.figshare.com/files/41408649,6aa9503faf95cd07aa6961e6192aca94
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_LMFI_matrix.csv,https://ndownloader.figshare.com/files/41408703,3765286692d9fb251aa6dc9da1f1ce22
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_LMFI_NORMALIZED.csv,https://ndownloader.figshare.com/files/41408667,7d79e9013e9ff1fa98e77a8e476de428
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_QC_table.csv,https://ndownloader.figshare.com/files/41408652,974be7cb4a4a3bf7a377b6145b32cc74
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_LFC.csv,https://ndownloader.figshare.com/files/41408646,093b6796fc7dec9b44d41b56b8a0ce91
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_LFC_COLLAPSED.csv,https://ndownloader.figshare.com/files/41408655,ef6fef45e048da970f0da23bacf6c088
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_Extended_Primary_Data_Matrix.csv,https://ndownloader.figshare.com/files/41408700,fc3c45140a4141650d92ad7e23fb86bd
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_Extended_Primary_Compound_List.csv,https://ndownloader.figshare.com/files/41408664,60dc22963aa20e1cf4758800bcaadfd3
PRISM Repurposing Public 23Q2,2023-06-30,Repurposing_Public_23Q2_Readme.txt,https://ndownloader.figshare.com/files/41408697,b33a66de41765aa53546d51bcdb25dbc
